sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
897,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 930MX",Windows,2.04,47952,1920,1080,0
898,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M420X",Windows,2.18,32714,1366,768,0
899,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,8,HDD,500,0,Intel," HD Graphics 620",Windows,1.90,49817,1920,1080,0
900,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 7Y75 ",1.3,8,SSD,512,0,Intel," HD Graphics 615",Windows,1.24,107258,3200,1800,1
901,Asus,Gaming,17.3,Intel," Core i7 6820HK ",2.7,32,SSD,256,256,Nvidia," GeForce GTX 980M",Windows,3.58,68145,1920,1080,0
902,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 7Y75 ",1.3,16,SSD,256,0,Intel," HD Graphics 615",Windows,1.22,87859,1920,1080,1
903,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,"Flash Storage",256,0,Intel," HD Graphics 620",Windows,1.13,109171,1920,1080,0
904,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.95,104588,1920,1080,0
905,LG,Ultrabook,15.6,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.08,111835,1920,1080,1
906,HP,Notebook,12.5,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.26,79014,1920,1080,0
907,Acer,Notebook,15.6,Intel," Celeron Dual Core 3205U ",1.5,4,"Flash Storage",16,0,Intel," HD Graphics","Chrome OS",2.20,19128,1920,1080,0
908,Lenovo,Notebook,15.6,Intel," Core i5 6300HQ ",2.3,8,Hybrid,128,1024,Nvidia," GeForce GTX 960M",Windows,2.60,42038,1920,1080,0
909,LG,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,0.98,101179,1920,1080,1
910,Dell,Notebook,14.0,Intel," Core i5 7440HQ ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.60,64202,1920,1080,0
911,HP,Ultrabook,12.5,Intel," Core M 6Y75 ",1.2,8,SSD,240,0,Intel," HD Graphics 515",Windows,1.09,165168,3840,2160,1
912,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,6,SSD,256,0,Nvidia," GeForce 940MX",Windows,2.20,42038,1920,1080,0
913,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,2.04,54292,1920,1080,0
914,Acer,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,1024,0,Intel," HD Graphics 620",Windows,2.40,26587,1920,1080,0
915,Lenovo,Notebook,13.3,Intel," Core i5 7200U ",2.5,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.44,46940,1920,1080,0
916,HP,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.49,51149,1920,1080,0
917,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.70,85195,1920,1080,0
918,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.60,71875,1920,1080,0
919,MSI,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,59669,1920,1080,0
920,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,AMD," Radeon R5 M420",Windows,2.18,36496,1366,768,0
921,HP,Ultrabook,15.6,Intel," Core i7 6500U ",2.5,8,SSD,256,0,AMD," Radeon R7 M365X",Windows,1.84,69104,1920,1080,0
924,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.37,97236,1920,1080,1
925,Dell,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.95,38889,1366,768,0
926,Lenovo,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,87912,1920,1080,0
927,HP,Notebook,15.6,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.31,62071,1920,1080,0
928,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Intel," HD Graphics 620",Windows,2.18,37725,1366,768,0
929,HP,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.95,61219,1366,768,0
930,Lenovo,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Intel," HD Graphics 505",Windows,2.20,16464,1366,768,0
931,HP,Ultrabook,12.5,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.26,84129,1920,1080,0
932,HP,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,HDD,1024,0,Intel," HD Graphics 400","No OS",1.86,15393,1366,768,0
933,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 6560U ",2.2,16,SSD,1024,0,Intel," Iris Graphics 540",Windows,1.30,95851,3200,1800,1
934,Toshiba,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.47,58874,1920,1080,0
935,HP,Notebook,12.5,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.26,88924,1920,1080,0
936,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Windows,2.18,29762,1366,768,0
937,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,63883,1920,1080,0
939,Dell,Gaming,17.3,Intel," Core i7 6820HK ",2.7,16,Hybrid,512,1024,Nvidia," GeForce GTX 1080",Windows,4.36,146946,2560,1440,0
940,HP,Gaming,17.3,Intel," Core i5 6300HQ ",2.3,8,Hybrid,128,1024,Nvidia," GeForce GTX 965M",Windows,2.75,74539,1920,1080,0
941,Asus,Notebook,17.3,Intel," Pentium Quad Core N3710 ",1.6,4,HDD,1024,0,Nvidia," GeForce 920MX",Windows,2.80,28238,1600,900,0
942,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.23,32980,1366,768,0
943,Toshiba,Notebook,15.6,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.20,59620,1366,768,0
944,Lenovo,"2 in 1 Convertible",11.3,Intel," Core M m7-6Y75 ",1.2,8,SSD,256,0,Intel," HD Graphics 515",Windows,1.10,69211,1920,1080,1
945,Lenovo,Gaming,15.6,AMD," FX 8800P ",2.1,16,Hybrid,512,1024,AMD," Radeon R9 M385",Windows,2.50,53227,1920,1080,0
946,Dell,Ultrabook,12.5,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics",Windows,1.36,78439,1920,1080,1
947,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 920MX","No OS",2.20,36497,1920,1080,0
948,Dell,Notebook,17.3,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R7 M445",Windows,2.36,35112,1600,900,0
949,Acer,Notebook,14.0,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.68,18595,1366,768,0
950,HP,Workstation,15.6,Intel," Core i7 6820HQ ",2.7,8,SSD,8,0,Nvidia," Quadro M1000M",Windows,2.00,119827,1920,1080,0
951,Dell,Ultrabook,14.0,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,94572,1920,1080,0
952,Toshiba,Notebook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,77789,1920,1080,0
953,Asus,"2 in 1 Convertible",12.5,Intel," Core M M7-6Y75 ",1.2,8,"Flash Storage",64,0,Intel," HD Graphics 515","Chrome OS",1.20,61752,1920,1080,0
954,Lenovo,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.70,79333,1920,1080,0
955,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,4.36,168045,3840,2160,0
956,Dell,"2 in 1 Convertible",13.3,Intel," Core i5 7Y54 ",1.2,8,SSD,256,0,Intel," HD Graphics 615",Windows,1.24,101179,1920,1080,1
957,HP,"2 in 1 Convertible",11.6,Intel," Pentium Quad Core N4200 ",1.1,4,SSD,256,0,Intel," HD Graphics 505",Windows,1.45,41292,1366,768,1
958,Dell,Ultrabook,13.3,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.30,67559,3200,1800,0
959,Acer,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.25,20726,1366,768,1
960,Toshiba,Notebook,13.3,Intel," Core i5 6300U ",2.4,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,81785,1920,1080,0
961,Lenovo,Ultrabook,12.5,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,93773,1920,1080,0
962,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,12,Hybrid,128,1024,Nvidia," GeForce GTX 950M",Windows,2.40,53760,1920,1080,0
963,Toshiba,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.10,95371,1920,1080,1
964,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Nvidia," GeForce 930MX",Windows,2.04,45102,1366,768,0
965,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M430",Linux,2.25,24808,1366,768,0
966,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.90,43956,1366,768,0
967,HP,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.04,36497,1920,1080,0
968,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,32,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.42,167779,1920,1080,0
969,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,6,SSD,256,0,Nvidia," GeForce 920MX",Windows,2.40,37030,1920,1080,0
970,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 7Y75 ",1.3,16,SSD,512,0,Intel," HD Graphics 615",Windows,1.22,101179,3200,1800,1
971,Dell,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.50,104588,2560,1440,1
972,Dell,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,32,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.42,149184,1920,1080,0
973,Toshiba,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.95,62870,1920,1080,0
974,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,2.73,109219,1920,1080,0
975,HP,Notebook,15.6,Intel," Core i5 7200U ",2.7,8,Hybrid,128,1024,Nvidia," GeForce 930MX",Windows,2.04,52161,1920,1080,0
976,Lenovo,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,Hybrid,508,0,Intel," HD Graphics 520",Windows,1.70,53387,1366,768,0
977,Asus,"2 in 1 Convertible",15.6,Intel," Core i7 7500U ",2.7,16,Hybrid,512,2048,Nvidia," GeForce GTX 950M",Windows,2.30,95851,3840,2160,1
979,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.99,93187,1920,1080,0
980,Dell,"2 in 1 Convertible",15.6,Intel," Core i7 7500U ",2.7,12,SSD,512,0,Intel," HD Graphics 620",Windows,2.19,69211,1920,1080,1
981,Toshiba,Notebook,13.3,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.20,63670,1920,1080,0
982,Lenovo,Notebook,15.6,AMD," A12-Series 9720P ",3.6,6,SSD,256,0,AMD," Radeon 530",Windows,2.20,29251,1920,1080,0
983,Fujitsu,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,SSD,256,0,Intel," HD Graphics 520",Windows,2.30,34579,1366,768,0
984,Toshiba,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.75,48751,1366,768,0
985,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,AMD," Radeon R5 M430",Windows,2.25,31915,1366,768,0
986,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.04,42944,1920,1080,0
987,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.50,63350,1920,1080,0
988,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,AMD," Radeon R7 M445",Windows,2.36,39907,1366,768,0
989,Dell,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620 ",Windows,1.60,59620,1920,1080,0
990,HP,Notebook,12.5,Intel," Core M 6Y75 ",1.2,8,SSD,512,0,Intel," HD Graphics 515",Windows,0.97,101658,1920,1080,0
991,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,Hybrid,128,1024,AMD," Radeon 520",Windows,2.10,26587,1920,1080,0
992,Lenovo,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,SSD,128,0,Intel," HD Graphics 500","No OS",1.90,14419,1366,768,0
993,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.30,71875,1920,1080,0
995,Asus,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.40,61272,3200,1800,0
996,HP,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.11,71875,1920,1080,1
997,Acer,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,500,0,Intel," HD Graphics 505",Windows,2.40,20246,1366,768,0
998,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.50,95851,1920,1080,0
999,HP,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.48,111302,1920,1080,0
1000,Acer,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.70,67133,1920,1080,0
1001,HP,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.34,63350,1920,1080,0
1002,Dell,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,2.18,29144,1366,768,0
1003,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.64,41505,1366,768,0
1004,Toshiba,Notebook,13.3,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.20,63670,1920,1080,0
1005,HP,Notebook,14.0,Intel," Core i5 6300U ",2.4,4,SSD,256,0,Intel," HD Graphics 520",Windows,1.48,58607,1366,768,0
1006,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.95,64202,1920,1080,0
1007,HP,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.43,77203,1920,1080,0
1008,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.64,55905,1920,1080,0
1009,HP,Notebook,14.0,Intel," Core i3 7100U ",2.4,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.64,36444,1366,768,0
1010,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,1024,0,Nvidia," GeForce GTX 1050",Windows,2.65,50563,1920,1080,0
1011,HP,Ultrabook,12.5,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.26,81998,1920,1080,0
1012,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.48,84715,1920,1080,0
1013,HP,Ultrabook,14.0,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.54,100551,1920,1080,0
1014,HP,Notebook,13.3,Intel," Core i3 7100U ",2.4,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.49,42624,1366,768,0
1015,Toshiba,Notebook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.50,64469,1366,768,0
1016,HP,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,SSD,256,0,Intel," HD Graphics 620",Windows,2.04,41025,1366,768,0
1017,Lenovo,Notebook,17.3,Intel," Core i7 6820HQ ",2.7,16,SSD,512,0,Nvidia," Quadro 3000M",Windows,2.40,158135,3840,2160,0
1018,Toshiba,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.47,79387,1920,1080,0
1019,HP,Notebook,14.0,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.43,118761,1920,1080,0
1020,Dell,"2 in 1 Convertible",15.6,Intel," Core i3 6100U ",2.3,4,HDD,1024,0,Intel," HD Graphics 520",Windows,2.08,42410,1920,1080,1
1021,Toshiba,Ultrabook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,84715,1920,1080,0
1022,HP,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.11,61219,1920,1080,0
1023,HP,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.64,63160,1920,1080,0
1024,Dell,Notebook,15.6,Intel," Core i5 6300U ",2.4,8,HDD,500,0,Intel," HD Graphics 520",Windows,2.09,55754,1920,1080,0
1025,HP,Ultrabook,12.5,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.26,83064,1366,768,0
1026,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.31,63350,1366,768,0
1027,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.95,56477,1366,768,0
1028,Dell,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.29,86527,3200,1800,1
1029,HP,Notebook,17.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,2.63,57542,1920,1080,0
1030,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.64,51841,1366,768,0
1031,Acer,Notebook,15.6,AMD," A9-Series 9420 ",3.0,6,HDD,1024,0,AMD," Radeon R5",Windows,2.10,21792,1366,768,0
1032,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.70,63499,1920,1080,0
1033,HP,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.95,63670,1920,1080,0
1034,HP,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.84,65481,1920,1080,0
1035,HP,Ultrabook,12.5,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.26,71875,1920,1080,0
1036,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.04,39534,1366,768,0
1037,Toshiba,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.47,91908,1920,1080,0
1038,Dell,Notebook,15.6,Intel," Core i5 6300U ",2.4,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.09,56634,1920,1080,0
1039,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.64,53840,1920,1080,0
1040,Lenovo,"2 in 1 Convertible",15.6,Intel," Core i7 6500U ",2.5,4,SSD,256,0,Intel," HD Graphics 520",Windows,1.80,45128,1920,1080,1
1041,Vero,Notebook,14.0,Intel," Atom X5-Z8350 ",1.4,2,"Flash Storage",32,0,Intel," HD Graphics 400",Windows,1.45,11231,1366,768,0
1042,Toshiba,Notebook,15.6,Intel," Core i7 6500U ",2.5,16,SSD,256,0,Nvidia," GeForce 930M",Windows,2.40,75924,1920,1080,0
1043,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.30,55923,1920,1080,0
1044,HP,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.54,53280,1920,1080,0
1045,HP,Notebook,15.6,Intel," Core i5 6300U ",2.4,8,Hybrid,256,500,Intel," HD Graphics 520",Windows,1.84,112066,1920,1080,0
1046,HP,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.43,78268,1920,1080,0
1047,MSI,Gaming,17.3,Intel," Core i7 6820HK ",2.7,16,Hybrid,256,1024,Nvidia," GeForce GTX 980M",Windows,3.78,82352,1920,1080,0
1048,Lenovo,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,128,1024,Nvidia," GeForce GTX 980M",Windows,4.60,122011,1920,1080,0
1049,Asus,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 400","Chrome OS",1.20,15339,1366,768,0
1050,Lenovo,Notebook,14.0,Intel," Core i7 6600U ",2.6,16,SSD,256,0,Intel," HD Graphics 520",Windows,1.10,139594,2560,1440,0
1051,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 940MX",Windows,1.91,52161,1920,1080,0
1052,Dell,"2 in 1 Convertible",15.6,Intel," Core i5 7200U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.30,58288,1920,1080,1
1053,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,2.04,52161,1366,768,0
1054,Dell,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,16,SSD,1024,0,Intel," HD Graphics 620",Windows,1.20,120093,3200,1800,1
1055,HP,Notebook,15.6,Intel," Core i3 6100U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.31,37570,1366,768,0
1056,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620","No OS",1.96,26587,1366,768,0
1057,Acer,Notebook,15.6,AMD," A8-Series 7410 ",2.2,8,HDD,1024,0,AMD," Radeon R5",Windows,2.40,23923,1366,768,0
1058,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,12,SSD,256,0,Intel," HD Graphics 620",Windows,1.60,69211,1920,1080,1
1059,MSI,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,2.94,96916,1920,1080,0
1061,Asus,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,HDD,1024,0,Nvidia," GeForce GTX 965M","No OS",4.00,53173,1920,1080,0
1062,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Intel," HD Graphics",Windows,2.25,29784,1920,1080,0
1063,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,16,HDD,2048,0,AMD," Radeon R7 M445",Windows,2.32,52747,1920,1080,0
1064,MSI,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,1.80,102777,1920,1080,0
1065,Dell,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.29,77682,1920,1080,0
1066,Asus,Gaming,17.3,Intel," Core i7 6820HK ",2.7,64,SSD,1024,0,Nvidia," GeForce GTX 980 ",Windows,3.58,211788,1920,1080,0
1067,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.62,42518,1920,1080,1
1068,Dell,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,16,Hybrid,256,1024,Nvidia," GeForce GTX 970M",Windows,3.21,70809,3840,2160,0
1069,Apple,Ultrabook,12.0,Intel," Core M ",1.1,8,"Flash Storage",256,0,Intel," HD Graphics 515",Mac,0.92,69264,2304,1440,0
1070,Dell,Notebook,15.6,Intel," Core i3 6100U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.06,25680,1366,768,0
1071,HP,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.31,63883,1366,768,0
1072,HP,Ultrabook,12.5,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.26,63883,1920,1080,0
1073,HP,Notebook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.49,58075,1920,1080,0
1074,Lenovo,Ultrabook,12.5,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.30,91295,1920,1080,1
1075,Lenovo,Notebook,17.3,Intel," Core i5 6200U ",2.3,8,HDD,1024,0,AMD," Radeon R5 M330",Windows,3.00,35112,1600,900,0
1076,Lenovo,Notebook,15.6,Intel," Core i5 6300HQ ",2.3,4,HDD,1024,0,Nvidia," GeForce GTX 950M",Windows,2.30,52055,1920,1080,0
1077,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,3.78,133147,1920,1080,0
1078,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.10,28771,1366,768,0
